date_participation,code_postal,empreinte_moyenne,logement_type,logement_superficie_m2,logement_nb_habitants,logement_type_chauffage,logement_isolation,logement_temperature_chauffage,transport_km_voiture,transport_km_voiture_electrique,transport_km_train,transport_km_bus,transport_km_metro,transport_km_tram,transport_km_velo,transport_km_velo_electrique,transport_km_trottinette,transport_km_moto,transport_nb_vols_avion,alimentation_repas_viande_semaine,alimentation_eau_bouteille,alimentation_petits_electromenager,alimentation_gros_electromenager,alimentation_freq_remplacement,vetements_neufs_an,divertissement_petits_electromenager,divertissement_gros_electromenager,divertissement_freq_remplacement,divertissement_appareils_numeriques,divertissement_heures_video_jour,divertissement_qualite_video,impact_logement,impact_transport,impact_alimentation,impact_vetements,impact_divertissement,impact_total
2025-03-17,1080,8.6,Maison,88,5,Pompe à chaleur,Bien isolé,22,8788,0,4639,1664,1835,700,1274,0,50,0,0,7,Oui,7,4,Moins de 5 ans,35,4,3,Plus de 15 ans,4,6,HD,0.51,1.97,0.79,0.7,5.6,9.47
2025-02-10,1080,9.33,Colocation,92,2,Électrique,Très bien isolé,22,13950,13248,6278,1872,108,9,1169,0,337,0,1,4,Non,8,4,10-15 ans,8,3,3,Moins de 5 ans,3,5,4K,1.32,4.22,0.58,0.16,4.72,9.82
2025-06-18,1130,11.16,Appartement,74,2,Électrique,Très bien isolé,22,20966,3895,5457,404,2119,1743,904,0,302,0,0,7,Oui,4,5,5-10 ans,14,2,6,5-10 ans,6,5,4K,1.14,4.55,0.81,0.28,4.79,13.57
2025-01-20,1020,9.73,Appartement,78,4,Pompe à chaleur,Mal isolé,18,14136,0,3131,4706,812,1969,427,0,387,0,2,8,Non,4,3,10-15 ans,44,2,3,10-15 ans,9,8,4K,0.79,4.3,0.65,0.88,7.53,12.96
2025-06-06,1030,8.69,Studio,40,2,Fioul,Bien isolé,23,17743,12694,2626,3581,2910,1625,978,704,9,0,0,7,Oui,7,4,10-15 ans,24,3,4,10-15 ans,3,6,SD,1.45,4.53,0.79,0.48,5.57,13.11
2025-03-23,1000,10.77,Appartement,108,1,Pompe à chaleur,Bien isolé,20,14654,6736,1545,4824,1031,1803,369,0,46,0,0,2,Oui,4,3,10-15 ans,41,6,3,Moins de 5 ans,2,6,HD,3.16,3.69,0.51,0.82,5.58,11.95
2025-06-10,1081,8.37,Colocation,111,1,Fioul,Très bien isolé,22,11839,0,1516,546,1954,1712,583,0,9,0,2,0,Oui,6,4,5-10 ans,28,8,3,5-10 ans,4,2,HD,4.22,3.45,0.5,0.56,1.96,12.13
2025-01-20,1180,9.85,Colocation,60,3,Pompe à chaleur,Très bien isolé,22,4704,0,5399,305,1312,819,575,0,472,0,1,13,Oui,5,6,5-10 ans,30,4,3,10-15 ans,2,0,4K,0.6,1.6,1.11,0.6,0.15,3.77
2025-04-30,1050,8.79,Colocation,71,2,Pompe à chaleur,Bien isolé,19,22062,14210,7258,1623,1680,234,25,0,405,0,0,1,Non,4,4,5-10 ans,50,2,5,10-15 ans,6,4,SD,1.26,5.4,0.42,1.0,3.79,13.85
2025-05-06,1050,8.35,Colocation,144,4,Bois,Moyennement isolé,21,13769,0,6160,259,1728,1758,1418,1028,309,0,2,0,Non,5,3,Plus de 15 ans,25,8,4,Moins de 5 ans,10,8,HD,0.94,3.91,0.34,0.5,7.52,10.68
2025-02-14,1030,9.48,Maison,102,2,Électrique,Très bien isolé,19,9405,0,3647,2520,1092,1580,547,2032,86,0,1,12,Non,8,4,Plus de 15 ans,41,4,5,Moins de 5 ans,4,5,HD,1.57,2.66,0.9,0.82,4.71,11.82
2025-04-24,1083,10.41,Maison,133,3,Gaz,Moyennement isolé,23,15322,8449,3554,2180,258,1337,24,0,1,0,0,13,Non,7,5,Plus de 15 ans,22,3,2,Plus de 15 ans,6,3,HD,1.49,3.72,0.98,0.44,2.87,10.56
2025-06-12,1090,8.53,Maison,141,2,Fioul,Mal isolé,18,9985,0,5304,3363,384,601,454,0,489,0,0,3,Non,2,6,Plus de 15 ans,10,6,5,10-15 ans,8,4,HD,2.91,2.39,0.58,0.2,3.85,11.32
2025-03-13,1210,11.91,Maison,131,3,Gaz,Moyennement isolé,23,9729,0,713,4255,1526,1672,1059,0,292,489,0,7,Oui,6,3,Moins de 5 ans,38,4,4,Moins de 5 ans,9,8,HD,1.47,2.39,0.73,0.76,7.5,10.39
2025-03-19,1040,11.1,Colocation,64,2,Gaz,Bien isolé,23,8125,0,7494,3480,2425,1042,503,1623,247,0,2,0,Non,5,3,5-10 ans,16,7,3,Plus de 15 ans,8,7,4K,1.44,3.05,0.34,0.32,6.62,12.44
2025-01-14,1040,11.31,Colocation,125,3,Pompe à chaleur,Moyennement isolé,19,16462,0,5539,4897,191,793,964,0,293,0,1,13,Oui,7,6,Plus de 15 ans,6,7,4,10-15 ans,2,4,4K,1.27,4.3,1.13,0.12,3.82,9.09
2024-12-25,1020,8.62,Appartement,73,3,Bois,Mal isolé,23,2547,0,3288,3627,121,833,800,250,390,6250,0,14,Oui,5,4,5-10 ans,37,8,6,Moins de 5 ans,10,2,HD,0.79,1.51,1.05,0.74,2.07,5.22
2024-12-23,1000,11.1,Maison,178,4,Pompe à chaleur,Très bien isolé,21,24167,0,49,4373,1732,1684,1700,0,134,0,2,2,Oui,3,4,Moins de 5 ans,48,8,3,10-15 ans,6,0,SD,1.06,6.21,0.55,0.96,0.13,8.14
2025-01-15,1190,10.01,Colocation,63,6,Bois,Bien isolé,18,20215,0,4412,3597,777,4,753,0,310,0,4,4,Oui,6,5,5-10 ans,8,7,3,Moins de 5 ans,9,8,SD,0.38,6.43,0.71,0.16,7.47,14.62
2025-06-19,1050,11.91,Colocation,142,2,Électrique,Très bien isolé,20,21141,0,7075,424,421,777,1332,0,451,0,4,10,Oui,8,3,10-15 ans,5,3,5,Moins de 5 ans,3,7,SD,1.92,6.41,0.87,0.1,6.5,18.56
2025-03-07,1080,8.08,Studio,21,2,Gaz,Bien isolé,18,16815,0,257,4240,2623,1839,1773,0,33,0,1,8,Oui,6,6,5-10 ans,46,8,4,10-15 ans,10,5,SD,1.26,4.23,0.92,0.92,4.76,12.87
2025-05-14,1030,8.23,Studio,38,1,Pompe à chaleur,Moyennement isolé,18,2466,0,17,3465,2426,1403,230,0,452,0,3,2,Non,5,6,5-10 ans,5,6,2,5-10 ans,2,3,4K,2.16,2.33,0.57,0.1,2.88,6.82
2025-05-07,1190,8.86,Maison,166,5,Fioul,Moyennement isolé,20,7154,0,4873,3125,2581,1333,376,0,171,0,2,14,Non,2,3,5-10 ans,5,7,4,5-10 ans,6,2,4K,1.18,2.79,0.87,0.1,2.04,8.03
2025-01-19,1040,10.79,Appartement,59,5,Pompe à chaleur,Moyennement isolé,19,293,14900,2181,4668,1848,829,1685,0,360,4997,1,12,Non,2,4,10-15 ans,20,5,4,5-10 ans,6,0,HD,0.5,2.26,0.84,0.4,0.16,3.91
2025-03-04,1080,8.15,Appartement,108,4,Fioul,Moyennement isolé,23,533,0,7157,3277,2874,557,1721,0,261,0,0,13,Non,5,4,10-15 ans,22,7,5,Plus de 15 ans,4,3,SD,1.11,0.51,0.91,0.44,2.87,5.22
2025-03-09,1050,9.38,Colocation,96,3,Électrique,Moyennement isolé,22,10171,0,3969,1426,552,1532,103,0,95,0,1,2,Non,6,4,Moins de 5 ans,29,5,5,Moins de 5 ans,9,6,SD,1.04,2.72,0.48,0.58,5.66,9.18
2025-01-15,1050,11.25,Maison,155,5,Bois,Bien isolé,19,10505,0,6019,3911,1637,1138,1054,0,253,0,0,14,Non,2,5,Moins de 5 ans,20,4,6,5-10 ans,2,8,HD,0.8,2.54,0.97,0.4,7.44,14.06
2025-05-27,1000,10.07,Maison,157,2,Électrique,Très bien isolé,19,4130,0,240,36,272,593,609,2696,357,0,1,13,Oui,8,5,5-10 ans,7,8,4,Moins de 5 ans,5,4,SD,2.12,1.37,1.09,0.14,3.78,6.86
2025-01-24,1120,8.93,Studio,24,5,Bois,Mal isolé,19,1086,0,4424,3561,2639,670,1705,0,152,0,3,11,Oui,4,3,10-15 ans,44,7,3,Moins de 5 ans,10,2,SD,0.36,2.1,0.87,0.88,2.0,5.8
2025-01-26,1080,10.1,Colocation,114,3,Gaz,Moyennement isolé,22,20330,0,7498,4656,2233,1886,1992,0,17,0,3,6,Oui,2,3,Plus de 15 ans,47,4,3,Moins de 5 ans,9,6,HD,1.39,6.07,0.65,0.94,5.66,12.36
2025-01-25,1030,9.99,Colocation,79,4,Fioul,Très bien isolé,20,8123,0,2517,4020,1055,246,1455,923,493,1590,1,9,Non,8,6,Moins de 5 ans,5,2,5,Plus de 15 ans,9,3,4K,0.95,2.7,0.88,0.1,2.99,6.61
2025-03-23,1000,8.1,Maison,133,1,Bois,Bien isolé,18,4804,0,6826,4782,2447,1479,145,0,264,0,0,0,Oui,4,4,10-15 ans,24,4,5,10-15 ans,10,0,HD,3.66,1.48,0.48,0.48,0.22,6.31
2025-02-04,1190,11.89,Maison,179,2,Gaz,Très bien isolé,23,15415,0,624,4983,292,1610,965,0,500,0,2,12,Non,2,6,5-10 ans,47,3,6,10-15 ans,3,4,HD,2.49,4.55,0.94,0.94,3.79,12.12
2025-06-11,1060,8.98,Appartement,111,4,Bois,Très bien isolé,20,11348,0,647,781,1314,1833,1710,0,138,0,2,10,Non,3,3,Plus de 15 ans,8,7,5,Plus de 15 ans,2,0,HD,0.71,3.37,0.72,0.16,0.13,4.09
2025-06-17,1083,10.16,Studio,30,4,Gaz,Moyennement isolé,18,24941,12918,5831,4472,612,364,166,0,12,0,2,6,Oui,8,3,5-10 ans,37,4,6,Plus de 15 ans,6,0,4K,0.72,7.08,0.71,0.74,0.24,9.28
2025-05-13,1050,11.86,Studio,25,3,Fioul,Très bien isolé,21,9256,0,5810,4917,846,1775,417,0,175,0,0,0,Oui,6,6,10-15 ans,21,8,2,Moins de 5 ans,8,7,SD,0.87,2.36,0.6,0.42,6.53,10.8
2025-01-29,1083,9.61,Appartement,116,1,Gaz,Très bien isolé,22,23687,0,5154,2311,910,161,188,594,415,0,0,5,Non,6,5,Moins de 5 ans,26,3,5,5-10 ans,4,1,SD,3.82,5.04,0.65,0.52,1.03,11.48
2025-04-06,1020,10.92,Maison,98,1,Électrique,Mal isolé,23,229,0,7798,2233,1488,1456,570,0,371,0,3,13,Oui,7,4,Moins de 5 ans,33,8,2,10-15 ans,8,1,4K,3.26,1.89,1.03,0.66,1.13,8.2
2025-01-24,1050,8.19,Colocation,122,4,Pompe à chaleur,Bien isolé,21,5891,11519,6217,4720,1539,1889,5,0,499,6136,1,11,Non,2,4,10-15 ans,36,8,6,Plus de 15 ans,2,3,HD,0.83,3.4,0.8,0.72,2.88,8.7
2025-06-07,1050,9.05,Maison,85,2,Électrique,Mal isolé,18,12155,11975,4349,718,2650,1296,878,0,4,0,2,0,Oui,6,3,Moins de 5 ans,15,2,3,Moins de 5 ans,4,5,SD,1.75,4.17,0.45,0.3,4.66,9.16
2025-05-11,1000,10.99,Maison,178,5,Fioul,Mal isolé,23,19577,0,7024,918,2353,1329,1688,1607,21,5870,1,0,Oui,8,6,10-15 ans,36,4,4,10-15 ans,6,2,SD,1.21,5.2,0.62,0.72,1.96,9.01
2025-01-17,1170,8.21,Studio,30,2,Gaz,Très bien isolé,22,533,0,989,4489,2438,797,712,0,271,0,3,13,Non,8,5,Plus de 15 ans,30,3,3,10-15 ans,4,1,HD,1.05,2.02,0.99,0.6,1.03,5.96
2024-12-23,1040,11.82,Colocation,61,2,Pompe à chaleur,Très bien isolé,21,4572,0,3465,249,1833,21,606,0,327,0,1,14,Non,2,4,5-10 ans,27,8,2,10-15 ans,10,5,SD,0.96,1.52,0.92,0.54,4.73,7.19
2024-12-28,1083,9.28,Appartement,96,2,Gaz,Mal isolé,21,3076,0,442,2841,2156,901,1171,528,91,0,0,3,Non,4,6,10-15 ans,8,7,5,10-15 ans,7,3,SD,2.06,0.87,0.6,0.16,2.9,7.07
2025-02-21,1090,11.82,Appartement,80,3,Gaz,Très bien isolé,23,17193,0,4354,3259,1780,1975,1522,0,433,0,2,6,Non,5,3,5-10 ans,17,4,6,Plus de 15 ans,6,8,HD,1.0,4.82,0.58,0.34,7.49,13.64
2025-03-17,1070,11.47,Colocation,66,4,Électrique,Mal isolé,21,23954,4347,2001,48,2631,205,1154,104,308,0,1,3,Oui,8,4,Plus de 15 ans,18,8,3,5-10 ans,8,4,HD,0.71,5.59,0.64,0.36,3.83,9.08
2025-05-17,1000,8.26,Maison,177,1,Pompe à chaleur,Mal isolé,21,20228,0,5347,1530,1057,338,899,0,121,0,2,3,Non,7,4,Moins de 5 ans,13,3,3,Moins de 5 ans,3,4,4K,4.84,5.26,0.53,0.26,3.81,17.59
2025-01-14,1200,10.27,Maison,177,4,Bois,Moyennement isolé,20,4531,4864,4052,578,2476,1210,1075,2490,4,0,1,13,Non,8,3,10-15 ans,22,7,4,5-10 ans,8,0,HD,1.14,1.77,0.89,0.44,0.19,4.12
2025-01-16,1030,9.19,Appartement,65,3,Électrique,Très bien isolé,18,123,0,3222,2329,1007,437,1379,1771,320,0,0,2,Non,5,6,Plus de 15 ans,18,3,2,Plus de 15 ans,10,0,HD,0.83,0.3,0.57,0.36,0.18,2.15
2025-02-18,1030,9.47,Colocation,60,2,Fioul,Très bien isolé,19,12401,0,2744,2565,694,1277,1031,0,69,0,0,13,Oui,7,6,10-15 ans,8,3,5,10-15 ans,2,6,HD,1.75,2.74,1.13,0.16,5.59,12.66
2025-05-09,1090,8.87,Colocation,113,1,Bois,Très bien isolé,21,5239,655,2007,3316,781,1648,1041,0,182,0,3,6,Non,5,3,10-15 ans,41,5,4,10-15 ans,9,3,SD,2.76,2.9,0.58,0.82,2.91,10.07
2025-01-21,1000,8.4,Colocation,133,4,Fioul,Très bien isolé,20,19619,0,4145,3500,140,1206,1515,0,161,0,0,4,Oui,3,6,Plus de 15 ans,23,3,3,5-10 ans,5,4,HD,1.22,4.28,0.73,0.46,3.78,8.8
2025-01-31,1090,11.39,Appartement,53,2,Fioul,Moyennement isolé,19,8240,11465,599,1494,2805,922,894,0,470,0,0,3,Non,5,5,5-10 ans,45,3,4,Plus de 15 ans,9,8,4K,1.88,2.41,0.56,0.9,7.54,13.26
2025-02-12,1000,10.4,Maison,196,5,Électrique,Mal isolé,22,21068,0,3957,473,1350,1346,1119,0,148,4277,0,11,Oui,7,4,10-15 ans,41,7,4,Plus de 15 ans,6,7,4K,1.06,4.76,0.95,0.82,6.61,16.93
2025-04-12,1050,9.43,Appartement,81,2,Pompe à chaleur,Moyennement isolé,22,12675,11112,4436,1977,15,1753,1271,0,227,0,1,1,Oui,8,3,5-10 ans,31,2,5,Plus de 15 ans,4,0,SD,1.31,3.84,0.51,0.62,0.12,6.19
2025-03-31,1060,11.24,Colocation,147,2,Fioul,Moyennement isolé,21,21807,0,7758,3265,1320,671,1539,0,454,0,0,2,Non,5,6,10-15 ans,5,2,2,Plus de 15 ans,10,7,HD,2.72,4.79,0.57,0.1,6.57,14.87
2025-02-05,1030,11.28,Studio,21,2,Pompe à chaleur,Mal isolé,20,8367,0,1260,1434,1051,1764,619,0,394,0,2,14,Non,2,4,5-10 ans,17,6,5,Plus de 15 ans,2,8,SD,0.91,2.86,0.92,0.34,7.4,14.11
2025-06-10,1060,10.34,Appartement,97,1,Électrique,Mal isolé,19,1493,0,2443,2193,630,1876,434,0,210,370,3,5,Oui,6,4,Moins de 5 ans,43,8,4,Moins de 5 ans,5,4,4K,3.64,2.08,0.7,0.86,3.86,11.49
2025-03-02,1040,10.56,Appartement,117,2,Pompe à chaleur,Mal isolé,19,8937,0,1252,4548,1100,224,429,0,312,0,0,5,Oui,5,4,10-15 ans,29,8,5,10-15 ans,10,0,4K,1.92,2.21,0.69,0.58,0.28,5.27
2025-04-24,1040,8.91,Studio,20,4,Bois,Très bien isolé,19,21556,0,8,1381,2937,1263,513,0,333,0,3,12,Oui,2,5,5-10 ans,26,6,4,Moins de 5 ans,9,3,HD,0.27,5.98,0.99,0.52,2.94,9.22
2025-01-27,1050,8.64,Colocation,145,2,Fioul,Mal isolé,21,11880,0,7828,931,2688,632,136,0,217,0,6,10,Oui,3,3,5-10 ans,43,4,6,Plus de 15 ans,10,4,SD,2.8,5.6,0.82,0.86,3.86,14.33
2025-01-06,1200,11.66,Maison,101,6,Pompe à chaleur,Très bien isolé,23,21064,0,4494,3086,2934,1275,1549,0,235,0,1,14,Oui,2,6,5-10 ans,49,2,5,Plus de 15 ans,4,3,4K,0.42,5.07,1.12,0.98,2.93,12.48
2025-05-29,1040,11.78,Appartement,107,5,Gaz,Mal isolé,22,16405,12762,1201,3125,1481,1682,696,0,212,0,2,0,Non,3,4,5-10 ans,34,7,3,5-10 ans,9,1,HD,0.85,5.22,0.37,0.68,1.1,8.64
2025-06-14,1000,8.81,Maison,109,2,Bois,Très bien isolé,18,23213,0,6249,3509,1295,1687,558,0,365,0,2,0,Non,8,6,Plus de 15 ans,42,4,4,Moins de 5 ans,9,6,HD,1.49,6.06,0.52,0.84,5.67,13.5
2025-02-06,1000,11.84,Appartement,97,3,Pompe à chaleur,Très bien isolé,20,19109,8095,4935,475,2284,1189,619,0,311,0,2,2,Non,8,4,10-15 ans,40,6,5,Plus de 15 ans,5,8,SD,0.91,5.38,0.5,0.8,7.44,17.21
2024-12-27,1083,11.04,Colocation,70,1,Bois,Mal isolé,23,3564,10348,6441,4936,114,1294,1740,0,45,0,3,1,Oui,6,6,Moins de 5 ans,37,8,3,Moins de 5 ans,9,0,HD,2.3,3.23,0.64,0.74,0.2,6.78
2025-01-19,1140,10.46,Appartement,46,2,Électrique,Bien isolé,21,4808,0,1179,3175,2266,1242,1829,1125,463,0,2,13,Non,7,5,Plus de 15 ans,7,3,4,Moins de 5 ans,8,7,HD,1.01,2.3,0.98,0.14,6.57,10.82
2025-02-08,1060,9.12,Maison,104,2,Pompe à chaleur,Très bien isolé,21,14491,1663,6274,1399,2695,1840,1801,1322,168,0,0,13,Non,5,3,10-15 ans,13,7,2,Plus de 15 ans,5,8,HD,1.39,3.22,0.86,0.26,7.43,14.27
2025-06-09,1080,10.15,Studio,36,2,Gaz,Très bien isolé,20,2093,0,3959,421,2668,1883,1436,624,479,0,2,5,Oui,3,6,Plus de 15 ans,12,4,5,Moins de 5 ans,2,7,HD,1.21,1.58,0.77,0.24,6.51,10.8
2025-05-15,1082,8.83,Studio,40,2,Pompe à chaleur,Moyennement isolé,20,13500,0,4706,2403,101,1873,1559,0,419,0,2,6,Non,8,3,Moins de 5 ans,32,3,3,10-15 ans,9,3,HD,1.0,4.01,0.61,0.64,2.92,9.2
2025-05-21,1030,10.51,Colocation,106,2,Électrique,Bien isolé,23,14391,8340,3223,4583,853,1455,77,363,169,0,4,10,Non,7,4,5-10 ans,19,3,4,Moins de 5 ans,8,5,SD,1.51,5.74,0.81,0.38,4.72,13.42
2025-04-16,1040,8.05,Maison,154,2,Pompe à chaleur,Très bien isolé,21,6792,13020,3148,3857,2904,521,796,501,176,0,2,8,Non,7,3,Plus de 15 ans,22,7,6,Moins de 5 ans,8,1,HD,1.89,3.4,0.68,0.44,1.13,6.04
2025-05-10,1120,10.55,Appartement,105,3,Pompe à chaleur,Très bien isolé,23,9393,0,810,1867,1228,1715,560,0,197,0,0,9,Non,8,4,Plus de 15 ans,33,4,2,5-10 ans,4,8,HD,0.87,2.07,0.78,0.66,7.41,10.79
2025-04-20,1050,11.69,Appartement,59,2,Fioul,Très bien isolé,22,23789,0,3149,1533,477,1142,1824,1544,231,0,2,6,Non,5,6,Moins de 5 ans,5,3,4,Plus de 15 ans,5,4,SD,1.59,5.96,0.73,0.1,3.77,13.66
2025-05-17,1030,9.18,Maison,167,3,Électrique,Moyennement isolé,22,19280,0,592,1710,2970,896,1990,0,113,0,1,9,Oui,2,6,Plus de 15 ans,44,2,4,5-10 ans,6,4,HD,1.51,4.53,0.92,0.88,3.8,9.88
2025-01-14,1120,10.56,Maison,111,4,Fioul,Très bien isolé,21,9962,0,7438,2953,1778,1805,629,1543,416,4502,1,7,Oui,5,4,Moins de 5 ans,41,6,4,Plus de 15 ans,7,5,4K,1.08,3.34,0.77,0.82,4.79,11.92
2025-02-16,1070,8.0,Colocation,108,4,Fioul,Très bien isolé,20,19918,3544,7596,4485,1324,5,1992,1370,175,5914,5,13,Non,8,5,10-15 ans,40,5,5,5-10 ans,4,8,4K,1.09,7.74,0.99,0.8,7.5,16.16
2025-02-20,1210,8.98,Maison,109,1,Fioul,Moyennement isolé,21,23960,0,685,3062,2812,987,598,0,101,760,0,11,Non,6,6,10-15 ans,18,2,3,Moins de 5 ans,6,0,4K,4.68,5.15,0.94,0.36,0.19,10.52
2025-02-14,1180,11.78,Colocation,114,1,Électrique,Très bien isolé,23,17312,0,4112,422,244,204,1480,0,245,0,0,3,Oui,4,3,Moins de 5 ans,21,3,5,Plus de 15 ans,10,6,SD,2.98,3.58,0.55,0.42,5.67,13.89
2025-06-17,1080,8.05,Appartement,110,2,Gaz,Mal isolé,23,17186,0,2467,1055,1354,1558,930,0,208,0,2,0,Oui,8,6,5-10 ans,20,8,2,10-15 ans,6,2,4K,2.1,4.59,0.62,0.4,2.02,10.68
2025-06-12,1180,10.27,Maison,104,1,Bois,Mal isolé,20,21201,0,2745,154,2765,668,1874,0,86,0,0,4,Oui,2,6,Plus de 15 ans,35,2,2,10-15 ans,3,4,HD,3.28,4.32,0.72,0.7,3.74,13.98
2025-06-16,1000,9.23,Colocation,114,4,Électrique,Bien isolé,19,4446,0,2276,306,129,654,475,0,300,5446,0,5,Non,3,3,Moins de 5 ans,47,7,6,Moins de 5 ans,3,1,SD,0.9,1.52,0.52,0.94,1.04,4.44
2025-04-24,1040,11.17,Appartement,64,2,Électrique,Moyennement isolé,19,16941,0,7969,956,879,324,498,0,130,0,3,10,Non,4,4,5-10 ans,24,3,6,Plus de 15 ans,6,4,4K,1.39,5.1,0.78,0.48,3.88,11.36
2025-05-07,1200,9.33,Colocation,114,1,Électrique,Très bien isolé,23,19114,0,2027,3582,1858,1303,1372,0,463,0,0,10,Non,3,6,5-10 ans,27,5,2,10-15 ans,4,6,HD,2.98,4.2,0.87,0.54,5.59,13.45
2025-06-04,1050,10.32,Colocation,109,5,Fioul,Bien isolé,23,16741,6824,3411,2458,431,545,968,0,189,0,1,9,Non,3,5,Plus de 15 ans,22,8,5,Plus de 15 ans,7,3,HD,0.86,4.46,0.78,0.44,2.93,8.36
2024-12-26,1000,8.99,Colocation,76,4,Bois,Moyennement isolé,23,8186,3318,7187,3180,2022,1891,1213,422,173,0,0,7,Non,3,4,10-15 ans,22,3,4,Plus de 15 ans,10,5,4K,0.56,2.2,0.65,0.44,4.82,9.52
2025-01-24,1030,9.99,Colocation,72,2,Bois,Bien isolé,20,18530,0,5233,1936,2522,1246,1540,0,279,0,0,1,Non,8,4,Moins de 5 ans,11,5,6,5-10 ans,9,1,SD,1.12,3.98,0.46,0.22,1.11,6.19
2025-04-28,1210,11.35,Maison,128,1,Électrique,Très bien isolé,18,8974,0,3470,3948,2268,1851,1457,573,197,0,2,1,Oui,2,5,Plus de 15 ans,17,6,4,Plus de 15 ans,8,2,HD,3.76,3.2,0.55,0.34,2.02,10.43
2025-01-23,1040,11.64,Maison,129,4,Fioul,Moyennement isolé,21,6721,0,1566,4897,445,942,284,0,299,0,2,14,Non,2,4,Plus de 15 ans,41,4,6,Moins de 5 ans,3,2,4K,1.27,2.79,0.92,0.82,2.02,7.56
2025-04-07,1180,11.89,Colocation,71,3,Pompe à chaleur,Très bien isolé,21,22345,0,1836,1789,1346,451,1228,429,489,0,0,12,Oui,2,6,5-10 ans,41,6,4,Moins de 5 ans,3,3,SD,0.71,4.7,1.04,0.82,2.84,9.02
2025-04-26,1210,10.62,Colocation,121,3,Électrique,Moyennement isolé,22,3289,13525,4614,4468,2831,543,181,0,488,3556,1,3,Oui,2,5,Moins de 5 ans,11,5,2,10-15 ans,3,0,SD,1.21,2.68,0.63,0.22,0.08,5.48
2025-05-10,1140,10.26,Maison,147,3,Pompe à chaleur,Mal isolé,18,13244,0,270,592,2542,1233,81,591,62,0,3,4,Non,4,5,5-10 ans,8,3,4,5-10 ans,3,6,SD,1.51,4.23,0.59,0.16,5.57,13.0
2024-12-31,1000,8.35,Colocation,135,1,Bois,Mal isolé,18,2616,0,3936,810,2874,1809,176,0,59,0,0,11,Oui,6,5,Moins de 5 ans,13,4,5,Moins de 5 ans,4,8,4K,4.1,0.67,0.99,0.26,7.5,15.16
2025-05-28,1080,10.63,Maison,187,2,Fioul,Moyennement isolé,19,15878,0,615,4977,872,1986,893,0,261,0,1,13,Non,3,3,5-10 ans,40,8,2,Moins de 5 ans,9,4,4K,3.22,4.12,0.84,0.8,3.88,15.29
2025-03-15,1080,9.99,Studio,25,2,Électrique,Très bien isolé,20,9304,0,623,1945,337,1884,687,210,210,0,1,10,Oui,5,3,Plus de 15 ans,40,4,4,10-15 ans,4,5,SD,0.75,2.56,0.84,0.8,4.67,10.61
2025-04-02,1000,10.65,Appartement,57,3,Fioul,Mal isolé,23,2130,0,3821,4782,2223,1223,1443,0,266,0,4,6,Non,6,5,5-10 ans,8,2,4,Moins de 5 ans,7,6,HD,1.21,2.91,0.69,0.16,5.64,9.97
2025-03-10,1000,11.82,Studio,31,4,Fioul,Bien isolé,19,14688,0,707,3732,639,798,827,2676,185,0,0,6,Oui,5,3,Moins de 5 ans,10,4,4,Moins de 5 ans,5,0,HD,0.78,3.27,0.68,0.2,0.15,5.1
2025-03-05,1020,8.92,Studio,21,4,Bois,Mal isolé,18,168,10455,6657,3373,1675,1108,1227,1113,497,0,0,2,Oui,2,6,Plus de 15 ans,15,3,6,Moins de 5 ans,3,5,4K,0.46,0.98,0.64,0.3,4.76,6.17
2025-01-30,1160,8.99,Maison,102,3,Fioul,Très bien isolé,22,9100,0,7096,1274,2154,394,733,0,302,0,0,4,Oui,2,5,Plus de 15 ans,43,8,2,5-10 ans,7,1,4K,1.35,2.06,0.67,0.86,1.12,5.13
2025-01-01,1030,9.15,Studio,26,2,Pompe à chaleur,Bien isolé,19,21074,0,1075,62,1788,592,240,0,479,0,4,8,Oui,6,6,5-10 ans,6,3,6,Moins de 5 ans,3,0,HD,0.81,6.29,0.92,0.12,0.15,6.97
2025-03-28,1140,8.46,Studio,22,3,Électrique,Très bien isolé,23,8606,9104,3358,3720,1178,1500,1809,0,281,696,2,10,Oui,2,6,5-10 ans,27,5,6,Moins de 5 ans,5,7,4K,0.38,3.63,0.96,0.54,6.61,12.54
2025-05-14,1000,11.58,Maison,185,3,Pompe à chaleur,Moyennement isolé,19,23609,0,4716,112,1306,1667,679,0,490,0,1,5,Non,7,3,10-15 ans,16,6,2,Plus de 15 ans,8,0,4K,1.67,5.36,0.56,0.32,0.22,7.47
2025-02-07,1060,10.05,Colocation,61,2,Gaz,Mal isolé,20,13774,0,1913,3705,1119,760,909,0,42,0,0,6,Oui,3,6,Moins de 5 ans,24,6,6,Moins de 5 ans,4,5,SD,1.76,3.09,0.81,0.48,4.7,11.43
2025-05-02,1083,9.23,Colocation,138,3,Bois,Mal isolé,20,8826,0,6339,4086,738,661,1643,0,4,0,2,3,Oui,4,4,5-10 ans,24,6,2,Moins de 5 ans,6,1,HD,1.32,3.19,0.6,0.48,1.05,7.2
2025-03-28,1040,10.7,Maison,200,4,Bois,Très bien isolé,20,17517,0,3756,2308,2395,1900,58,0,427,0,3,0,Oui,4,4,10-15 ans,33,2,3,5-10 ans,5,2,4K,1.15,5.3,0.48,0.66,2.0,10.73
